Indicator,Data Source,PUBLISH STATES,Year,iden,WHO region,Country,Beverage Types,Display Value,Numeric,High,Comments
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LSO,Africa,Lesotho,Other alcoholic beverages,0.29,0.29,LSO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LSO,Africa,Lesotho,Spirits,0.6,0.6,LSO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LSO,Africa,Lesotho,Wine,0.01,0.01,LSO,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LBR,Africa,Liberia,All types,4.46,4.46,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LBR,Africa,Liberia,Beer,0.17,0.17,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LBR,Africa,Liberia,Other alcoholic beverages,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LBR,Africa,Liberia,Spirits,4.29,4.29,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LBR,Africa,Liberia,Wine,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LBR,Africa,Liberia,All types,4.4,4.4,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LBR,Africa,Liberia,Beer,0.17,0.17,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LBR,Africa,Liberia,Other alcoholic beverages,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LBR,Africa,Liberia,Spirits,4.23,4.23,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LBR,Africa,Liberia,Wine,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LBR,Africa,Liberia,All types,4.27,4.27,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LBR,Africa,Liberia,Beer,0.15,0.15,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LBR,Africa,Liberia,Other alcoholic beverages,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LBR,Africa,Liberia,Spirits,4.12,4.12,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LBR,Africa,Liberia,Wine,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LBR,Africa,Liberia,All types,4.21,4.21,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LBR,Africa,Liberia,Beer,0.15,0.15,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LBR,Africa,Liberia,Other alcoholic beverages,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LBR,Africa,Liberia,Spirits,4.07,4.07,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LBR,Africa,Liberia,Wine,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LBR,Africa,Liberia,All types,4.24,4.24,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LBR,Africa,Liberia,Beer,0.25,0.25,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LBR,Africa,Liberia,Other alcoholic beverages,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LBR,Africa,Liberia,Spirits,3.99,3.99,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LBR,Africa,Liberia,Wine,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LBR,Africa,Liberia,All types,4.19,4.19,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LBR,Africa,Liberia,Beer,0.29,0.29,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LBR,Africa,Liberia,Other alcoholic beverages,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LBR,Africa,Liberia,Spirits,3.89,3.89,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LBR,Africa,Liberia,Wine,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LBR,Africa,Liberia,All types,4.05,4.05,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LBR,Africa,Liberia,Beer,0.3,0.3,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LBR,Africa,Liberia,Other alcoholic beverages,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LBR,Africa,Liberia,Spirits,3.75,3.75,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LBR,Africa,Liberia,Wine,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LBR,Africa,Liberia,All types,4.03,4.03,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LBR,Africa,Liberia,Beer,0.34,0.34,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LBR,Africa,Liberia,Other alcoholic beverages,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LBR,Africa,Liberia,Spirits,3.68,3.68,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LBR,Africa,Liberia,Wine,0.01,0.01,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LBR,Africa,Liberia,All types,3.88,3.88,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LBR,Africa,Liberia,Beer,0.34,0.34,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LBR,Africa,Liberia,Other alcoholic beverages,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LBR,Africa,Liberia,Spirits,3.54,3.54,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LBR,Africa,Liberia,Wine,0.01,0.01,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LBR,Africa,Liberia,All types,3.75,3.75,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LBR,Africa,Liberia,Beer,0.34,0.34,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LBR,Africa,Liberia,Other alcoholic beverages,0,0,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LBR,Africa,Liberia,Spirits,3.4,3.4,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LBR,Africa,Liberia,Wine,0.01,0.01,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LBR,Africa,Liberia,All types,3.64,3.64,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LBR,Africa,Liberia,Beer,0.33,0.33,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LBR,Africa,Liberia,Other alcoholic beverages,0.01,0.01,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LBR,Africa,Liberia,Spirits,3.28,3.28,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LBR,Africa,Liberia,Wine,0.03,0.03,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LBR,Africa,Liberia,All types,3.72,3.72,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LBR,Africa,Liberia,Beer,0.49,0.49,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LBR,Africa,Liberia,Other alcoholic beverages,0.01,0.01,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LBR,Africa,Liberia,Spirits,3.18,3.18,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LBR,Africa,Liberia,Wine,0.05,0.05,LBR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LBY,Eastern Mediterranean,Libya,All types,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LBY,Eastern Mediterranean,Libya,Beer,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LBY,Eastern Mediterranean,Libya,Spirits,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LBY,Eastern Mediterranean,Libya,All types,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LBY,Eastern Mediterranean,Libya,Beer,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LBY,Eastern Mediterranean,Libya,Spirits,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LBY,Eastern Mediterranean,Libya,All types,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LBY,Eastern Mediterranean,Libya,Beer,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LBY,Eastern Mediterranean,Libya,Spirits,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LBY,Eastern Mediterranean,Libya,All types,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LBY,Eastern Mediterranean,Libya,Beer,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LBY,Eastern Mediterranean,Libya,Spirits,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LBY,Eastern Mediterranean,Libya,All types,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LBY,Eastern Mediterranean,Libya,Beer,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LBY,Eastern Mediterranean,Libya,Spirits,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LBY,Eastern Mediterranean,Libya,All types,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LBY,Eastern Mediterranean,Libya,Beer,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LBY,Eastern Mediterranean,Libya,Spirits,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LBY,Eastern Mediterranean,Libya,All types,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LBY,Eastern Mediterranean,Libya,Beer,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LBY,Eastern Mediterranean,Libya,Spirits,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LBY,Eastern Mediterranean,Libya,All types,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LBY,Eastern Mediterranean,Libya,Beer,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LBY,Eastern Mediterranean,Libya,Spirits,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LBY,Eastern Mediterranean,Libya,All types,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LBY,Eastern Mediterranean,Libya,Beer,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LBY,Eastern Mediterranean,Libya,Spirits,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LBY,Eastern Mediterranean,Libya,All types,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LBY,Eastern Mediterranean,Libya,Beer,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LBY,Eastern Mediterranean,Libya,Spirits,0.01,0.01,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LBY,Eastern Mediterranean,Libya,All types,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LBY,Eastern Mediterranean,Libya,Beer,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LBY,Eastern Mediterranean,Libya,Spirits,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LBY,Eastern Mediterranean,Libya,All types,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LBY,Eastern Mediterranean,Libya,Beer,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LBY,Eastern Mediterranean,Libya,Other alcoholic beverages,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LBY,Eastern Mediterranean,Libya,Spirits,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LBY,Eastern Mediterranean,Libya,Wine,0,0,LBY,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LTU,Europe,Lithuania,All types,9.87,9.87,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LTU,Europe,Lithuania,Beer,3.78,3.78,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LTU,Europe,Lithuania,Other alcoholic beverages,0.69,0.69,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LTU,Europe,Lithuania,Spirits,3.3,3.3,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LTU,Europe,Lithuania,Wine,2.1,2.1,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LTU,Europe,Lithuania,All types,10.2,10.2,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LTU,Europe,Lithuania,Beer,4,4,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LTU,Europe,Lithuania,Other alcoholic beverages,0.64,0.64,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LTU,Europe,Lithuania,Spirits,3.67,3.67,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LTU,Europe,Lithuania,Wine,1.89,1.89,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LTU,Europe,Lithuania,All types,11,11,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LTU,Europe,Lithuania,Beer,4.66,4.66,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LTU,Europe,Lithuania,Other alcoholic beverages,0.69,0.69,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LTU,Europe,Lithuania,Spirits,3.59,3.59,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LTU,Europe,Lithuania,Wine,2.06,2.06,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LTU,Europe,Lithuania,All types,11.29,11.29,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LTU,Europe,Lithuania,Beer,4.58,4.58,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LTU,Europe,Lithuania,Other alcoholic beverages,0.76,0.76,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LTU,Europe,Lithuania,Spirits,3.71,3.71,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LTU,Europe,Lithuania,Wine,2.24,2.24,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LTU,Europe,Lithuania,All types,12.1,12.1,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LTU,Europe,Lithuania,Beer,4.62,4.62,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LTU,Europe,Lithuania,Other alcoholic beverages,0.79,0.79,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LTU,Europe,Lithuania,Spirits,4.31,4.31,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LTU,Europe,Lithuania,Wine,2.37,2.37,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LTU,Europe,Lithuania,All types,12.3,12.3,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LTU,Europe,Lithuania,Beer,5.8,5.8,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LTU,Europe,Lithuania,Other alcoholic beverages,0.6,0.6,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LTU,Europe,Lithuania,Spirits,4.5,4.5,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LTU,Europe,Lithuania,Wine,1.4,1.4,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LTU,Europe,Lithuania,All types,12.7,12.7,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LTU,Europe,Lithuania,Beer,6,6,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LTU,Europe,Lithuania,Other alcoholic beverages,0.8,0.8,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LTU,Europe,Lithuania,Spirits,4.5,4.5,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LTU,Europe,Lithuania,Wine,1.4,1.4,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LTU,Europe,Lithuania,All types,13.4,13.4,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LTU,Europe,Lithuania,Beer,5.6,5.6,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LTU,Europe,Lithuania,Other alcoholic beverages,1.6,1.6,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LTU,Europe,Lithuania,Spirits,5.3,5.3,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LTU,Europe,Lithuania,Wine,0.9,0.9,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LTU,Europe,Lithuania,All types,13.3,13.3,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LTU,Europe,Lithuania,Beer,5.4,5.4,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LTU,Europe,Lithuania,Other alcoholic beverages,1.5,1.5,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LTU,Europe,Lithuania,Spirits,5.5,5.5,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LTU,Europe,Lithuania,Wine,0.9,0.9,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LTU,Europe,Lithuania,All types,12.4,12.4,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LTU,Europe,Lithuania,Beer,5.4,5.4,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LTU,Europe,Lithuania,Other alcoholic beverages,1.5,1.5,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LTU,Europe,Lithuania,Spirits,4.6,4.6,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LTU,Europe,Lithuania,Wine,0.9,0.9,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LTU,Europe,Lithuania,All types,12.9,12.9,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LTU,Europe,Lithuania,Beer,6,6,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LTU,Europe,Lithuania,Other alcoholic beverages,1.5,1.5,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LTU,Europe,Lithuania,Spirits,4.4,4.4,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LTU,Europe,Lithuania,Wine,1,1,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LTU,Europe,Lithuania,All types,12.66,12.66,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LTU,Europe,Lithuania,Beer,5.43,5.43,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LTU,Europe,Lithuania,Other alcoholic beverages,1.97,1.97,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LTU,Europe,Lithuania,Spirits,4.21,4.21,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LTU,Europe,Lithuania,Wine,1.04,1.04,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,LTU,Europe,Lithuania,All types,15.14,15.14,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,LTU,Europe,Lithuania,Beer,5.6,5.6,LTU,
