Country,Idcode,Data Source,Beverage Types,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,MeanValues
Uganda,UGA, Data source, Wine,,,,,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0.003333333
Uganda,UGA, Data source, Spirits,,,,,0.21,0.15,0.16,0.16,0.17,0.18,0.18,0.2,0.18,0.19,0.19,0.2,0.180833333
Uganda,UGA, Data source, Other alcoholic beverages,,,,,9.28,9.19,8.83,9.09,8.9,9.08,9.4,9.26,9.55,9.8,9.9,9.72,9.333333333
Ukraine,UKR, Data source, All types,,8.06,8.44,8.44,8.48,8.39,8.71,9.46,8.86,7.99,7.31,6.79,5.92,4.89,4.31,4.49,7.369333333
Ukraine,UKR, Data source, Beer,,2.94,3.21,3.27,3.31,3.36,3.32,3.57,3.55,3.01,2.67,2.18,1.95,1.74,1.51,1.28,2.724666667
Ukraine,UKR, Data source, Wine,,0.72,0.72,0.73,0.73,0.75,0.86,0.83,0.77,0.69,0.63,0.55,0.68,0.7,0.47,0.36,0.679333333
Ukraine,UKR, Data source, Spirits,,4.22,4.32,4.19,4.19,4.06,4.31,4.79,4.32,4.09,3.83,4.06,3.29,2.45,2.33,2.85,3.82
Ukraine,UKR, Data source, Other alcoholic beverages,,0.19,0.19,0.24,0.26,0.21,0.23,0.27,0.22,0.21,0.17,0,0,0,0,0,0.146
United Arab Emirates,ARE, Data source, All types,,1.91,1.82,1.75,1.73,1.69,1.73,1.86,1.69,1.74,1.79,1.77,1.74,1.72,1.67,1.64,1.75
United Arab Emirates,ARE, Data source, Beer,,0.2,0.19,0.19,0.19,0.19,0.21,0.25,0.29,0.33,0.41,0.47,0.5,0.52,0.51,0.51,0.330666667
United Arab Emirates,ARE, Data source, Wine,,0.13,0.12,0.11,0.11,0.11,0.11,0.13,0.12,0.13,0.14,0.14,0.07,0.08,0.07,0.07,0.109333333
United Arab Emirates,ARE, Data source, Spirits,,1.57,1.5,1.44,1.43,1.38,1.41,1.47,1.28,1.27,1.23,1.15,1.16,1.12,1.1,1.06,1.304666667
United Arab Emirates,ARE, Data source, Other alcoholic beverages,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0.007333333
United Kingdom of Great Britain and Northern Ireland,GBR, Data source, All types,10.66,10.37,10.32,10.42,10.68,10.88,10.79,11.47,11.84,11.61,12.05,12.22,11.85,11.44,10.91,10.59,11.13125
United Kingdom of Great Britain and Northern Ireland,GBR, Data source, Beer,3.49,3.48,3.38,3.46,3.65,3.76,3.84,4.22,4.45,4.7,4.85,5.09,5.16,5.11,5.06,4.98,4.2925
United Kingdom of Great Britain and Northern Ireland,GBR, Data source, Wine,4.17,4.06,4.03,3.96,3.95,3.96,3.87,4.13,4.24,3.9,4.1,3.98,3.65,3.4,3.22,3.02,3.8525
United Kingdom of Great Britain and Northern Ireland,GBR, Data source, Spirits,2.27,2.07,2.09,2.16,2.17,2.25,2.16,2.28,2.35,2.25,2.45,2.51,2.45,2.32,2.03,1.96,2.235625
United Kingdom of Great Britain and Northern Ireland,GBR, Data source, Other alcoholic beverages,0.73,0.76,0.83,0.84,0.9,0.91,0.92,0.83,0.8,0.75,0.65,0.62,0.6,0.61,0.61,0.63,0.749375
United Republic of Tanzania,TZA, Data source, All types,,,4.2,3.98,4.04,4.19,3.97,3.44,4.4,4.07,3.94,3.81,2.34,3.37,4.09,3.89,3.837857143
United Republic of Tanzania,TZA, Data source, Beer,,,0.81,0.77,0.7,0.67,0.69,0.76,0.77,0.64,0.56,0.51,0.5,0.46,0.49,0.51,0.631428571
United Republic of Tanzania,TZA, Data source, Wine,,,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.010714286
United Republic of Tanzania,TZA, Data source, Spirits,,,0.1,0.21,0.1,0.24,0.2,0.18,0.15,0.15,0.15,0.12,0.09,0.11,0.09,0.1,0.142142857
United Republic of Tanzania,TZA, Data source, Other alcoholic beverages,,,3.27,2.98,3.22,3.27,3.06,2.49,3.47,3.27,3.22,3.18,1.75,2.8,3.5,3.28,3.054285714
United States of America,USA, Data source, All types,,8.82,8.82,8.82,8.67,8.55,8.71,8.74,8.74,8.63,8.52,8.48,8.4,8.33,8.25,8.21,8.579333333
United States of America,USA, Data source, Beer,,4.16,4.24,4.28,4.24,4.31,4.43,4.54,4.54,4.54,4.5,4.58,4.58,4.66,4.66,4.62,4.458666667
United States of America,USA, Data source, Wine,,1.63,1.59,1.59,1.55,1.44,1.48,1.44,1.44,1.4,1.36,1.32,1.29,1.25,1.17,1.17,1.408
United States of America,USA, Data source, Spirits,,3.03,2.99,2.95,2.88,2.8,2.8,2.76,2.76,2.69,2.65,2.57,2.54,2.42,2.42,2.42,2.712
United States of America,USA, Data source, Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY, Data source, All types,,6.03,5.82,5.77,5.97,6.21,6.67,6.76,6.67,6.58,6.35,5.66,5.11,5.86,6.48,6.65,6.172666667
Uruguay,URY, Data source, Beer,,1.94,1.97,2.01,1.95,1.9,1.88,1.86,1.61,1.49,1.35,1.1,0.86,1,1.19,1.37,1.565333333
Uruguay,URY, Data source, Wine,,3.13,3.25,3.18,3.43,3.72,3.85,3.97,4.15,4.19,4.23,3.88,3.61,4.12,4.36,4.44,3.834
Uruguay,URY, Data source, Spirits,,0.96,0.6,0.57,0.59,0.59,0.94,0.93,0.91,0.9,0.77,0.68,0.64,0.73,0.93,0.85,0.772666667
Uruguay,URY, Data source, Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB, Data source, All types,,,,,2.83,2.73,2.56,2.36,2.15,1.96,1.78,1.59,1.54,1.47,1.53,1.6,2.008333333
Uzbekistan,UZB, Data source, Beer,,,,,0.79,0.65,0.48,0.33,0.29,0.33,0.28,0.27,0.24,0.26,0.2,0.25,0.364166667
Uzbekistan,UZB, Data source, Wine,,,,,0.13,0.11,0.11,0.19,0.19,0.19,0.18,0.26,0.34,0.25,0.33,0.37,0.220833333
Uzbekistan,UZB, Data source, Spirits,,,,,1.91,1.97,1.97,1.84,1.66,1.45,1.33,1.06,0.95,0.97,1,0.99,1.425
Uzbekistan,UZB, Data source, Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT, Data source, All types,,,,,0.85,0.91,0.83,1.18,1.01,1,0.88,0.85,1.2,1.24,0.91,1.21,1.005833333
Vanuatu,VUT, Data source, Beer,,,,,0.37,0.34,0.32,0.33,0.45,0.46,0.47,0.49,0.51,0.52,0.4,0.46,0.426666667
Vanuatu,VUT, Data source, Wine,,,,,0.17,0.19,0.23,0.28,0.18,0.18,0.22,0.17,0.18,0.19,0.16,0.24,0.199166667
Vanuatu,VUT, Data source, Spirits,,,,,0.31,0.38,0.28,0.57,0.39,0.36,0.19,0.19,0.51,0.53,0.34,0.51,0.38
Vanuatu,VUT, Data source, Other alcoholic beverages,,,,,0.01,0,0,0,0,0,0,0,0,0,0,0,0.000833333
Venezuela (Bolivarian Republic of),VEN, Data source, All types,,6.47,6.71,6.7,6.74,7.22,7.59,8.18,8.7,8.27,7.92,7.55,6.3,6.89,8.05,8.01,7.42
Venezuela (Bolivarian Republic of),VEN, Data source, Beer,,4.91,4.9,4.83,5,5.43,5.76,6.34,6.83,6.35,6.15,5.93,4.39,5.15,6,5.59,5.570666667
Venezuela (Bolivarian Republic of),VEN, Data source, Wine,,0.06,0.05,0.1,0.09,0.06,0.1,0.09,0.11,0.14,0.11,0.07,0.04,0.06,0.11,0.11,0.086666667
Venezuela (Bolivarian Republic of),VEN, Data source, Spirits,,1.42,1.68,1.68,1.58,1.67,1.68,1.7,1.72,1.74,1.63,1.52,1.87,1.69,1.94,2.31,1.722
Venezuela (Bolivarian Republic of),VEN, Data source, Other alcoholic beverages,,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0,0,0,0,0.042
Viet Nam,VNM, Data source, All types,,4.09,4,4.12,3.94,3.93,3.86,3.58,3.01,2.56,2.7,2.86,2.19,2.03,1.84,1.6,3.087333333
Viet Nam,VNM, Data source, Beer,,2.31,2.17,2.18,1.94,1.82,1.53,1.44,1.2,1.16,1.21,1.13,1.13,0.97,0.83,0.7,1.448
Viet Nam,VNM, Data source, Wine,,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.012666667
Viet Nam,VNM, Data source, Spirits,,1.76,1.81,1.92,1.98,2.09,2.32,2.12,1.8,1.4,1.48,1.72,1.05,1.06,1.01,0.9,1.628
Viet Nam,VNM, Data source, Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,YEM, Data source, All types,,,0.04,0.04,0.04,0.06,0.03,0.04,0.05,0.04,0.04,0.06,0.04,0.07,0.08,0.07,0.05
Yemen,YEM, Data source, Beer,,,0.04,0.04,0.03,0.06,0.03,0.04,0.04,0.04,0.03,0.05,0.04,0.06,0.08,0.07,0.046428571
Yemen,YEM, Data source, Wine,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,YEM, Data source, Spirits,,,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.001428571
Yemen,YEM, Data source, Other alcoholic beverages,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,ZMB, Data source, All types,,,2.41,2.59,2.57,2.47,2.3,2.12,2.08,2.25,2.33,2.46,2.33,2.44,2.61,2.62,2.398571429
Zambia,ZMB, Data source, Beer,,,1.05,0.86,0.75,0.62,0.48,0.48,0.45,0.45,0.43,0.48,0.47,0.49,0.52,0.51,0.574285714
Zambia,ZMB, Data source, Wine,,,0.07,0.06,0.06,0.07,0.06,0.04,0.04,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.037142857
Zambia,ZMB, Data source, Spirits,,,0.01,0.4,0.36,0.37,0.35,0.3,0.29,0.3,0.27,0.27,0.25,0.26,0.24,0.2,0.276428571
Zambia,ZMB, Data source, Other alcoholic beverages,,,1.28,1.27,1.41,1.41,1.41,1.31,1.3,1.48,1.62,1.68,1.6,1.67,1.83,1.9,1.512142857
Zimbabwe,ZWE, Data source, All types,,6.5,6.39,6.09,6,5.21,4.64,3.56,3.88,4.57,4.14,4.36,4.06,4.43,1.72,1.68,4.482
Zimbabwe,ZWE, Data source, Beer,,2.23,2.12,2.07,2.05,1.67,1.09,1.47,0.88,1.09,0.96,1.14,0.88,1.16,0.74,0.67,1.348
Zimbabwe,ZWE, Data source, Wine,,0.05,0.05,0.08,0.12,0.1,0.08,0.03,0.01,0.01,0.01,0.2,0.24,0.28,0.03,0.03,0.088
Zimbabwe,ZWE, Data source, Spirits,,0.43,0.43,0.44,0.32,0.34,0.36,0.38,0.38,0.38,0.06,0.19,0.19,0.19,0.19,0.19,0.298
Zimbabwe,ZWE, Data source, Other alcoholic beverages,,3.8,3.8,3.5,3.5,3.1,3.11,1.67,2.61,3.09,3.11,2.83,2.76,2.8,0.76,0.79,2.748666667
